50/100/50/0.75,1.37296491,0.93302511,1,1,1,4.42E-04,0,1,0,1,0,1,1,0,0.5,0.025386074,1,0.41930285,0.54,0.2,0.2,0,1,1,0,0,0,0.953150713,0.038403389,1,0,0,1,1,0,1,0,0,1,0,1,1,0.149906872,1,0,1,0,0.24,0,1,0.034,0.034,0,0.034,0.034,0.034,1,0,0,0,0,1,0,1,0,-0.5,0.140814468,522,0,0,0,0,0.25,0.026642995,0.25,0.038618986,0.236660747,0.110518772,0.6,0.648569147,60,51,0,4,58,1,1,1,0.33,0,0,0.33,0,0.016949652,0.33,0.208027683,1,0,0,1,1,3.95E-04,0,0,1,0,1,1,0,0.915018716,0,0,0,164,350,1,0,0,0,1,0,0.4,0,0,0.002709204,0.4,0,0.4,0.4,0,0,0.038976026,0,0.4,0,0.4,0,0.079111544,0.4,0,0,0.008095451,0.4,0,0.4,0,0.4,0,0.4,0,0.4,0.397376654,0,0.4,0.4,0,0,0,0.4,0.203917489,0,0.4,0.4,0,0.4,0.4,0.394910472,0.4,0.4,0,0,0.4,0.4,0.4,0.4,0.4,0,0.4,0,0,0,,
50/100/50/0.60,1.370613736,1,0,1,1,0,0,0,1,1,0,1,1,1,0.5,0.497715727,1,0.059648977,0.54,0,8.73E-06,0.74,1,0,0.4,0,0.828860088,0,1,0.997154384,0,0,0.998823098,0.010108933,1,1,1,0,0,1,1.01E-04,1,0,1,0.993307661,1,0,0,0.5,1,2.26E-05,0,0,0.034,2.52E-04,0.001177755,1,0,1,1,1,1,0,1,1,1,1,354,0,0,20,0,0.25,0,0,0.371648626,0,0.057963279,0.6,0,60,60,39,0,0,0,0.999998518,1,0.33,0.33,0,0.317343475,0.33,0.329984639,0,0.035268005,0.998811015,0,2.28E-05,1,0,0,1.44E-04,1,1,0,0,0.999955929,1,1,0,0,0,74,350,0,0,0.124784897,1,1,0.4,0,0.4,0,0,0.4,0,0.4,0.010461326,0.4,0,0.4,0.4,0.4,0.4,0.031468232,0,0,0,0,0,0.01165248,0,0.4,0,0,0,0.398898783,0.002753414,0,0.4,0.4,0.015125398,0,0,0.4,0,0.4,0,0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.017848084,0.4,0.4,0,0.4,0,0.4,0.004227878,0,0,0.4,0.4,0,0.226569517,,
50/100/50/0.30,1.311109637,0.077618717,0.34883318,0,0,1,1,0,1,0.312506479,0,0.091942288,1,0.903543292,0.5,0.5,0.900485734,0.185815828,0.54,0.2,0.2,0,1,0,0.4,0,0.048140223,0,0,0.509646458,1,1,0.404056736,1,1,0,0.477700561,0,0,1,0,0,0,1,0.10009021,0.127087699,0,0.158010545,0.5,1,0.034,0.034,0,0.034,0.007416502,0,0,1,1,1,1,0,0,1,1,-0.5,-0.178585545,0,0,0,0,0,0,0.107597158,0,0,0,0.290231944,0.298609025,0.698523798,20,46,13,60,49,1,1,1,0,0,0.33,0,0,0.33,0.33,0.33,1,1,0,0,1,0,0,1,1,0.237714112,1,0,0,0.964299676,0,0,0,350,350,0.068522026,0.811287861,0.190031093,0.154787668,0,0,0.4,0,0.4,0.181458846,0,0.051592224,0.4,0.4,0.4,0.4,0.4,0.4,0,0.4,0.219233744,0.4,0.387425817,0.074732631,0,0.4,0.09013819,0.4,0,0.134964844,0.361963085,0,0.4,0,0.312886486,0.4,0.4,0.4,0.4,0.167583927,0.4,0.4,0,0,0.004535269,0.202051591,0,0.280686218,0,0.4,0.132637513,0.4,0.4,0.4,0.177807773,0.4,0,0.363528986,0.355966313,0.4,0.4,0,0.051606838,0.389416151,0,0.340673462,,
50/100/100/0.75,1.718203729,1,1,1,0.934515689,0,1,0,0.836912945,0.264534225,0,1,0,0,0.5,0.5,1,0.66,0,0.15988952,0.2,0,1,1,0.4,0.667716893,1,0,0.85280211,0.713447492,0,0.304811996,1,0,0.945613925,1,0,1,0,0,1,1,0,1,0,0,1,0.001629216,0.5,1,0,0,0,0.034,0.034,0.034,1,1,0,0,1,1,0,1,1,-0.5,-0.5,371,0,0,14,0.6,0,0.3,0,0,0.9,0,0.6,0.65842438,15,37,60,35,60,0.612958519,1,1,0.33,0.33,0.33,0,0.053872304,0.33,0.33,0,0.69915617,1,0,0.510883665,1,0,0,0.012410915,1,1,1,0,0.104947502,0.399907106,350,0,0,0,350,0,0,1,0.780494812,0.027819338,0,0.223494074,0,0.200575253,0.236587175,0.4,0,0.4,0.4,0.174304158,0.326090665,0.4,0.019080528,0,0.256828217,0,0,0,0,0,0.013855768,0.132509016,0.4,0.202929846,0.13243651,0.4,0.090464644,0.16663911,0.4,0,0.10076536,0.323421933,0.291141541,0.036280098,0.4,0,0.354606352,0.39197657,0,0.4,0.12628363,0.4,0,0,0.393942328,0.229451995,0,0,0.4,0.133552286,0.4,0,0.220986216,0.4,0.229510494,0,0,0.035464685,0.122275732,0,0.059238949,,
50/100/100/0.75,105.8203453,0.193337642,0.224768429,0.009088326,1,1,0.969061682,0,0,0.931770509,0,0,1,1,0.5,0.5,1,0.66,0.54,0,0.2,0.74,0,0.973552396,0.4,0,0,1,0,1,0,8.80E-05,0,1,0.988805664,1,0,0.04736012,0,0.816581299,0,1,1,1,0,1,0,0.24,0,1,0.034,0,0,0.034,0.031446454,0.033621367,0,0,1,0,1,0,0,1,0,1,-0.5,0,0,1,0,0.592268296,0.25,0,0,0.9,0,0.9,0.6,0.8,0,60,60,60,0,0,1,0,0.162580346,0.33,0.33,0.33,0,0.33,0.33,0.222232076,0.347336367,0,0,1,1,1,1,0,1,1,0,1,0,1,0,0,350,350,350,0,1,0,0,1,0,0,0,0,0,0,0.4,0.4,0,0,0.4,0.4,0.4,0.393776721,0,0.4,0.006963125,0,0,0,0.4,0,0.4,0.4,0.4,0.4,0.4,0,0.4,0.4,0,0.35292687,0.4,0.094919995,0,0,0.4,0.16202786,0,0.4,0.4,0.051298872,0,0,0.4,0.4,0.33263735,0.073421123,0.4,0.4,0.4,0,0.303990269,0.002404834,0.4,0.110796339,0.033432467,0,0.386226673,0,0.04265916,,
50/100/25/0.75,1.357679784,0.773789106,1,0.948888016,0.580767348,0.904407892,0,1,0.856481904,1,0.803238273,0,1,0.808389001,0.5,0.5,0.225767485,0.153823667,0.54,0.03833974,0.159121441,0.74,1,1,0.06224839,0.550290266,0.946141537,0,0.953600425,0.884629512,0,0.751000182,1,0.406522989,1,0.277371498,1,0.944438199,1,0,0.813873095,1,1,0,0,0.224611167,0,0,0.395333323,1,0.033138068,0.030590223,0,0,0.034,0.033172116,0,0,0,0,0,1,0,0,0,1,1,0,0,1,15,0.6,0.25,0.3,0,0.007595478,0.714644235,0.060238781,0.540102501,0.799836838,31,18,0,59,43,0.822289627,1,0,0,0.269921254,0.256355063,0.33,0.33,0.33,0,0.164588114,1,0,0.001972411,0,0,0,1,0,1,0,1,1,1,1,0,0,26,60,350,0,0.939077661,0,0,1,0,0.4,0,0,0,0.4,0,0.399523735,0.4,0,0.4,0,0.4,0.4,0,0.096484169,0.4,0,0,5.04E-04,0.4,0,0.4,0,0.024741383,0.4,0.4,0,0,0,0.4,0.4,0.4,0,0,0,0.4,0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.392149356,0,0,0.4,0,0,0.4,0.4,0,0.4,0.4,0.397304971,0,0.394958223,0.4,0.323435823,,
50/100/50/0.75,25.17028448,0.20748962,1,0.913991361,0.482330764,0.111093242,0.892202544,0,0,1,0.229433496,0.336030975,0.490110129,0.274278342,0.5,0.5,0.711410061,0.109045941,0.20212483,0.186231233,0.152384191,0,0.932796793,0,0.152829234,0,0.189842828,0,0.728045682,0,0,0,0.935998802,0,0,0.474890474,0,0,0.445990222,0,0.422995781,0,0.471745072,0.535359049,0.024165002,0.285835075,0,0.209965914,0.322387018,1,0.010332415,0,0,0.034,0.012416403,0.034,0,0,0,0,1,1,0,1,1,1,0.888207563,0,0,0,3,0.116359955,0,0,0,0.9,0.008752766,0,0.6,0.170142907,48,23,21,40,0,0.513540952,0,1,0.259008724,0.33,0.030902716,0,0,0.33,0.318175704,0.179141235,0,0.213601488,0,0.692510479,0.795915499,0.971612016,1,1,1,0,0,0.823489205,0.610262182,1,90,10,239,113,350,0,0.203017968,0,0.752725268,0.868573329,0.349203414,0.4,0.4,0.130661402,0.012817334,0.4,0.4,0.068976946,0.224672952,0.381421119,0.1126968,0,0,0.4,0.112293211,0.4,0.4,0.29528263,0.23277028,0.280250421,0,0.208820105,0.173182896,0.380763003,0.250856903,0.4,0.105865865,0.011310907,0.4,0.4,0.334387759,0.170830077,0.4,0,0.4,0.04440665,0,0,0,0.4,0.196537986,0.101912803,0.113575117,0,0,0,0.133097903,0,0.327969242,0.4,0.17920819,0.159837378,0,0.4,0.338870123,0,0.161287643,0.3020686,0.4,0.077869291,0.343497588,,
50/100/100/0.75,1.424941,1,0,1,0,0,0,1,0,1,0,1,1,0,0.5,0.5,1,0.66,0.256061294,0,0.2,0,1,0,0.4,0,0,0,0,0,0,0,1,1,0,1.60E-04,1,0,1,0,1,1,0,0.99991514,0,1,0,0,0.5,1,0.034,0,0,0,0,0,0,1,0,1,1,0,0,1,1,-0.5,1,91,0,0,0,0,0.25,0.3,0,0.9,0.9,0.366389997,0,0.69319215,60,60,60,60,0,1,1,2.22E-04,0,0.33,0.33,0.33,0,0.33,0,0.33,1,1,0,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,350,0,1,0,0,1,0,0,0.4,0,0,0.4,0,0.4,0.4,0,0.4,0.4,0.4,0.4,0,0.084329313,0.4,0,0,0,0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0,0.4,0.4,0.4,0,0.4,0,0,0.4,0,0.4,0.4,0,0.4,0.4,0.4,0.4,0,0.4,0.4,0.4,0,0.4,0.4,0.4,0.4,0.4,0,0,0.4,0.4,0.4,0.4,,
50/100/100/.075,114.0651389,0,1,1,1,0.032267566,0,1,0,0,0,0.169178439,1,1,0.5,0.147498879,0.554912568,0,0.54,0.2,0.2,0.74,1,0,0,0,1,0,0.249864081,1,0,0,1,1,0.574599091,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0.034,0,0,0.034,0.034,0.034,1,0,1,1,0,0,0,1,0,-0.5,1,0,0,0,0,0,0.25,0,0,0.9,0.854310257,0,0.6,0.8,32,39,0,43,0,1,1,0,0,0.33,0.33,0,0.33,0,0.33,0,1,0,0,1,1,0.99373523,0,1,0,1,0.528483575,1,1,1,0,0,0,350,350,0.943744036,1,1,0,0,0,0.4,0.4,0,0.4,0.375647827,0.19846593,0.4,0,0.4,0.322923557,0.4,0,0.4,0.4,0.4,0.4,0,0.287739949,0.4,0.4,0.259376921,0.332750565,0.4,0.4,0.4,0.015075476,0.4,0.379007362,0,0.4,0,0.363952881,0.243475651,0,0.057072097,0.4,0.369885448,0.086438814,0,0.4,0.162662716,0.4,0.363085814,0.4,0,0.4,0,0.4,0.4,0.119415474,0,0.387792427,0.4,0.4,0.4,0,0.4,0,0,0,,
50/100/100/.075,1.217303973,4681.5143,-1.89E+11,1,1,0,1,1,0,1,1,1,0,0,0,1,0.5,0,1,0.66,0.54,0,0.2,0.74,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,1,1,1,1,0,6.79E-04,1,1,0,0,0.5,1,0,0.034,0,0.034,0.034,0,1,1,0,1,1,1,0,1,1,1,-0.5,0,0,1,0,0,0.25,2.44E-04,0,0,0.9,0,0.6,0,60,0,60,60,60,1,1,1,0.33,0.33,0.33,0.33,0.30477341,0.33,0.33,0,1,0,0,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,350,1,0,0,0,1,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
